uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,ID,FeatureAuthor,FeatureTimestamp,Latitude,Longitude,Northing,Easting,Accuracy,FeatureType,MapSymbol,Source,Note,GC,DateCompleted,Description,Classification,OtherDescription,Picture,geospatialcolumn
1.00005E+18,202780,Stephanie Black,2017-09-21 12:45:59.040 GMT,Stephanie Black,2017-09-21 12:46:11 GMT,202780,Stephanie Black,2017-09-21 15:45:52+03:00,42.35861585,26.24555103,4689869.795,437870.2096,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,4,No,21/09/2017,,,,,POINT(437870.209616 4689869.794656)
1.00002E+18,204586,Isaac Roberts,2017-09-21 12:46:22.530 GMT,Isaac Roberts,2017-09-21 12:46:32 GMT,204586,Isaac Roberts,2017-09-21 15:46:15+03:00,42.23874224,26.60755532,4676358.6,467620.4113,,Mound,Hairy black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(467620.411281 4676358.599854)
1.00004E+18,203530,Samuel Riley,2017-09-21 12:46:33.359 GMT,Samuel Riley,2017-09-21 12:46:33 GMT,203530,Samuel Riley,2017-09-21 15:46:20+03:00,42.51261475,26.64948916,4706753.323,471205.6536,,Mound,Hairy black triangle with a dot inside,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(471205.653594 4706753.322739)
1.00005E+18,202781,Stephanie Black,2017-09-21 12:46:47.059 GMT,Stephanie Black,2017-09-21 12:46:47 GMT,202781,Stephanie Black,2017-09-21 15:46:35+03:00,42.35130525,26.24335717,4689059.655,437682.3187,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(437682.31874 4689059.655309)
1.00004E+18,203531,Samuel Riley,2017-09-21 12:47:08.165 GMT,Samuel Riley,2017-09-21 12:47:08 GMT,203531,Samuel Riley,2017-09-21 15:46:56+03:00,42.51427945,26.6753672,4706929.705,473332.2362,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(473332.236162 4706929.705275)
1.00005E+18,202782,Stephanie Black,2017-09-21 12:47:08.749 GMT,Stephanie Black,2017-09-21 12:47:08 GMT,202782,Stephanie Black,2017-09-21 15:46:57+03:00,42.35079278,26.24230736,4689003.522,437595.3485,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(437595.348549 4689003.522294)
1.00005E+18,202783,Stephanie Black,2017-09-21 12:47:23.413 GMT,Stephanie Black,2017-09-21 12:47:39 GMT,202783,Stephanie Black,2017-09-21 15:47:18+03:00,42.35060679,26.24328874,4688982.15,437675.9929,,Mound,Hairy brown circle,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(437675.99289 4688982.150367)
1.00002E+18,204587,Isaac Roberts,2017-09-21 12:47:29.333 GMT,Isaac Roberts,2017-09-21 12:47:29 GMT,204587,Isaac Roberts,2017-09-21 15:47:16+03:00,42.23059296,26.60844143,4675453.419,467689.3653,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(467689.365306 4675453.41889)
1.00004E+18,203532,Samuel Riley,2017-09-21 12:47:50.912 GMT,Samuel Riley,2017-09-21 12:48:12 GMT,203532,Samuel Riley,2017-09-21 15:47:43+03:00,42.51106575,26.73013316,4706557.087,477829.9886,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(477829.988628 4706557.086515)
1.00005E+18,202784,Stephanie Black,2017-09-21 12:47:56.183 GMT,Stephanie Black,2017-09-21 12:47:56 GMT,202784,Stephanie Black,2017-09-21 15:47:45+03:00,42.3500829,26.24279229,4688924.344,437634.5862,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(437634.586177 4688924.343982)
1.00004E+18,203533,Samuel Riley,2017-09-21 12:50:23.218 GMT,Samuel Riley,2017-09-21 12:50:23 GMT,203533,Samuel Riley,2017-09-21 15:50:10+03:00,42.50410433,26.61909092,4705819.106,468704.2003,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468704.200257 4705819.105738)
1.00004E+18,203534,Samuel Riley,2017-09-21 12:51:01.972 GMT,Samuel Riley,2017-09-21 12:51:01 GMT,203534,Samuel Riley,2017-09-21 15:50:52+03:00,42.50507157,26.59885188,4705934.175,467041.8507,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(467041.850674 4705934.174632)
1.00004E+18,203535,Samuel Riley,2017-09-21 12:51:25.033 GMT,Samuel Riley,2017-09-21 12:51:25 GMT,203535,Samuel Riley,2017-09-21 15:51:15+03:00,42.50060129,26.5556653,4705455.488,463491.0538,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(463491.053753 4705455.488226)
1.00004E+18,203536,Samuel Riley,2017-09-21 12:51:58.184 GMT,Samuel Riley,2017-09-21 12:51:58 GMT,203536,Samuel Riley,2017-09-21 15:51:47+03:00,42.50376168,26.53880356,4705813.811,462107.5071,,Mound,Hairy brown circle,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(462107.507054 4705813.811333)
1.00004E+18,203537,Samuel Riley,2017-09-21 12:52:22.055 GMT,Samuel Riley,2017-09-21 12:52:22 GMT,203537,Samuel Riley,2017-09-21 15:52:08+03:00,42.50438847,26.53920955,4705883.228,462141.2426,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(462141.242587 4705883.227758)
1.00005E+18,202785,Stephanie Black,2017-09-21 12:52:37.562 GMT,Stephanie Black,2017-09-21 12:52:37 GMT,202785,Stephanie Black,2017-09-21 15:52:27+03:00,42.36375789,26.22723683,4690454.294,436367.1937,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(436367.19366 4690454.294142)
1.00005E+18,202786,Stephanie Black,2017-09-21 12:53:02.881 GMT,Stephanie Black,2017-09-21 12:53:02 GMT,202786,Stephanie Black,2017-09-21 15:52:52+03:00,42.35440237,26.22313579,4689418.565,436020.0022,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(436020.002232 4689418.564786)
1.00005E+18,202787,Stephanie Black,2017-09-21 12:53:25.234 GMT,Stephanie Black,2017-09-21 12:53:25 GMT,202787,Stephanie Black,2017-09-21 15:53:15+03:00,42.36551752,26.21318343,4690660.291,435211.7743,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(435211.774256 4690660.291444)
1.00002E+18,204588,Isaac Roberts,2017-09-21 12:53:26.098 GMT,Isaac Roberts,2017-09-21 12:53:26 GMT,204588,Isaac Roberts,2017-09-21 15:53:09+03:00,42.18464191,26.61347321,4670349.435,468081.4547,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468081.454709 4670349.434743)
1.00006E+18,204106,Briana Barton,2017-09-21 12:53:33.944 GMT,Briana Barton,2017-09-21 12:53:39 GMT,204106,Briana Barton,2017-09-21 15:53:27+03:00,42.42000441,26.51607916,4696523.961,460187.4075,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(460187.407468 4696523.960768)
1.00005E+18,202788,Stephanie Black,2017-09-21 12:53:51.974 GMT,Stephanie Black,2017-09-21 12:53:59 GMT,202788,Stephanie Black,2017-09-21 15:53:44+03:00,42.35847597,26.1840225,4689901.053,432803.0805,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(432803.080498 4689901.052616)
1.00006E+18,204107,Briana Barton,2017-09-21 12:54:37.799 GMT,Briana Barton,2017-09-21 12:55:01 GMT,204107,Briana Barton,2017-09-21 15:54:30+03:00,42.40940226,26.52690606,4695341.709,461071.5913,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(461071.591331 4695341.709298)
1.00005E+18,202789,Stephanie Black,2017-09-21 12:54:41.535 GMT,Stephanie Black,2017-09-21 12:54:50 GMT,202789,Stephanie Black,2017-09-21 15:54:34+03:00,42.3648609,26.16185698,4690627.771,430984.6938,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(430984.693839 4690627.770847)
1.00002E+18,204589,Isaac Roberts,2017-09-21 12:55:06.859 GMT,Isaac Roberts,2017-09-21 12:55:15 GMT,204589,Isaac Roberts,2017-09-21 15:54:58+03:00,42.18505056,26.61567679,4670393.986,468263.626,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(468263.625985 4670393.986298)
1.00002E+18,204590,Isaac Roberts,2017-09-21 12:55:47.079 GMT,Isaac Roberts,2017-09-21 12:56:51 GMT,204590,Isaac Roberts,2017-09-21 15:55:34+03:00,42.18952797,26.62041915,4670889.372,468657.4494,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468657.449396 4670889.372465)
1.00005E+18,202790,Stephanie Black,2017-09-21 12:56:15.147 GMT,Stephanie Black,2017-09-21 12:56:15 GMT,202790,Stephanie Black,2017-09-21 15:56:05+03:00,42.36769645,26.14271784,4690958.336,429411.8813,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(429411.881286 4690958.335749)
1.00006E+18,204108,Briana Barton,2017-09-21 12:56:26.347 GMT,Briana Barton,2017-09-21 12:56:26 GMT,204108,Briana Barton,2017-09-21 15:56:19+03:00,,,,,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(465085.070789 4695194.480853)
1.00005E+18,202791,Stephanie Black,2017-09-21 12:56:34.810 GMT,Stephanie Black,2017-09-21 12:57:11 GMT,202791,Stephanie Black,2017-09-21 15:56:27+03:00,42.35954253,26.13033594,4690063.302,428383.0953,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(428383.095318 4690063.302021)
1.00002E+18,204591,Isaac Roberts,2017-09-21 12:57:07.592 GMT,Isaac Roberts,2017-09-21 12:57:17 GMT,204591,Isaac Roberts,2017-09-21 15:56:58+03:00,42.20172321,26.61795883,4672244.352,468460.3614,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468460.361442 4672244.351892)
1.00005E+18,202792,Stephanie Black,2017-09-21 12:57:32.165 GMT,Stephanie Black,2017-09-21 12:57:32 GMT,202792,Stephanie Black,2017-09-21 15:57:20+03:00,42.35426358,26.1002818,4689502.895,425901.9135,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(425901.913528 4689502.894538)
1.00002E+18,204592,Isaac Roberts,2017-09-21 12:57:42.834 GMT,Isaac Roberts,2017-09-21 12:57:51 GMT,204592,Isaac Roberts,2017-09-21 15:57:32+03:00,42.20216646,26.6205224,4672292.622,468672.2174,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(468672.217414 4672292.622254)
1.00005E+18,202793,Stephanie Black,2017-09-21 12:58:08.565 GMT,Stephanie Black,2017-09-21 12:58:08 GMT,202793,Stephanie Black,2017-09-21 15:57:57+03:00,42.36025409,26.06297429,4690201.246,422836.6834,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(422836.683435 4690201.246217)
1.00005E+18,202794,Stephanie Black,2017-09-21 12:58:29.204 GMT,Stephanie Black,2017-09-21 12:58:29 GMT,202794,Stephanie Black,2017-09-21 15:58:18+03:00,42.36183206,26.05290096,4690385.65,422009.0973,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(422009.097313 4690385.649929)
1.00002E+18,204593,Isaac Roberts,2017-09-21 12:58:32.928 GMT,Isaac Roberts,2017-09-21 12:58:32 GMT,204593,Isaac Roberts,2017-09-21 15:58:14+03:00,42.22899147,26.61724269,4675272.301,468414.8307,,Mound,Hairy black triangle with a dot inside,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468414.830741 4675272.301359)
1.00005E+18,202795,Stephanie Black,2017-09-21 12:58:49.339 GMT,Stephanie Black,2017-09-21 12:58:58 GMT,202795,Stephanie Black,2017-09-21 15:58:42+03:00,42.35826665,26.04220454,4689999.624,421123.8105,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(421123.810472 4689999.624106)
1.00005E+18,202796,Stephanie Black,2017-09-21 12:59:47.959 GMT,Stephanie Black,2017-09-21 12:59:47 GMT,202796,Stephanie Black,2017-09-21 15:59:36+03:00,42.36570983,26.03659093,4690831.318,420670.8803,,Mound,Hairy brown circle,TopomapRU 1:50k,5,No,21/09/2017,,,,,POINT(420670.880268 4690831.318194)
1.00005E+18,202797,Stephanie Black,2017-09-21 13:00:18.739 GMT,Stephanie Black,2017-09-21 13:00:18 GMT,202797,Stephanie Black,2017-09-21 16:00:06+03:00,42.3570838,26.03874681,4689871.496,420837.5734,,Mound,Hairy brown circle,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(420837.573398 4689871.496448)
1.00002E+18,204594,Isaac Roberts,2017-09-21 13:00:25.574 GMT,Isaac Roberts,2017-09-21 13:00:25 GMT,204594,Isaac Roberts,2017-09-21 16:00:14+03:00,42.25948583,26.61126134,4678660.441,467936.6924,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(467936.692382 4678660.441194)
1.00002E+18,204595,Isaac Roberts,2017-09-21 13:00:56.612 GMT,Isaac Roberts,2017-09-21 13:00:56 GMT,204595,Isaac Roberts,2017-09-21 16:00:42+03:00,42.26370498,26.61309355,4679128.223,468089.9417,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,6,No,21/09/2017,,,,,POINT(468089.941713 4679128.222918)
1.00005E+18,202798,Stephanie Black,2017-09-21 13:00:59.166 GMT,Stephanie Black,2017-09-21 13:00:59 GMT,202798,Stephanie Black,2017-09-21 16:00:47+03:00,42.3403212,26.03431206,4688014.364,420451.2188,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(420451.218794 4688014.36372)
1.00005E+18,202799,Stephanie Black,2017-09-21 13:01:28.636 GMT,Stephanie Black,2017-09-21 13:01:28 GMT,202799,Stephanie Black,2017-09-21 16:01:19+03:00,42.33642598,26.04758904,4687569.52,421540.0799,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(421540.079863 4687569.519854)
1.00002E+18,204596,Isaac Roberts,2017-09-21 13:01:30.501 GMT,Isaac Roberts,2017-09-21 13:01:30 GMT,204596,Isaac Roberts,2017-09-21 16:01:19+03:00,42.2699707,26.6173363,4679822.352,468442.988,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(468442.987981 4679822.352188)
1.00005E+18,202800,Stephanie Black,2017-09-21 13:01:51.798 GMT,Stephanie Black,2017-09-21 13:02:16 GMT,202800,Stephanie Black,2017-09-21 16:01:44+03:00,42.34684019,26.07558619,4688700.437,423859.0814,,Mound,Hairy black diamond with a dot inside,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(423859.081438 4688700.436753)
1.00002E+18,204597,Isaac Roberts,2017-09-21 13:02:23.176 GMT,Isaac Roberts,2017-09-21 13:02:23 GMT,204597,Isaac Roberts,2017-09-21 16:02:05+03:00,42.28443251,26.61190193,4681430.139,468002.1497,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468002.149731 4681430.139414)
1.00005E+18,202801,Stephanie Black,2017-09-21 13:02:32.309 GMT,Stephanie Black,2017-09-21 13:02:32 GMT,202801,Stephanie Black,2017-09-21 16:02:20+03:00,42.34684667,26.07995845,4688697.251,424219.2201,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(424219.22015 4688697.251435)
1.00002E+18,204598,Isaac Roberts,2017-09-21 13:02:41.569 GMT,Isaac Roberts,2017-09-21 13:02:41 GMT,204598,Isaac Roberts,2017-09-21 16:02:30+03:00,42.28512236,26.61238465,4681506.555,468042.2972,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(468042.297232 4681506.554707)
1.00006E+18,204109,Briana Barton,2017-09-21 13:02:50.184 GMT,Briana Barton,2017-09-21 13:02:50 GMT,204109,Briana Barton,2017-09-21 16:02:40+03:00,,,,,,Mound,Hairy black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(467355.743672 4695175.074707)
1.00005E+18,202802,Stephanie Black,2017-09-21 13:02:51.253 GMT,Stephanie Black,2017-09-21 13:02:51 GMT,202802,Stephanie Black,2017-09-21 16:02:42+03:00,42.33453867,26.08154656,4687329.197,424335.2725,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(424335.272491 4687329.196604)
1.00005E+18,202803,Stephanie Black,2017-09-21 13:03:14.250 GMT,Stephanie Black,2017-09-21 13:03:14 GMT,202803,Stephanie Black,2017-09-21 16:03:04+03:00,42.33653084,26.09503879,4687538.488,425449.1615,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(425449.161501 4687538.487997)
1.00002E+18,204599,Isaac Roberts,2017-09-21 13:03:14.658 GMT,Isaac Roberts,2017-09-21 13:03:14 GMT,204599,Isaac Roberts,2017-09-21 16:02:59+03:00,42.31206523,26.6101336,4684499.002,467870.405,,Mound,Hairy brown circle,TopomapRU 1:50k,5,No,21/09/2017,,,,,POINT(467870.404967 4684499.001636)
1.00006E+18,204110,Briana Barton,2017-09-21 13:03:27.815 GMT,Briana Barton,2017-09-21 13:03:27 GMT,204110,Briana Barton,2017-09-21 16:03:17+03:00,,,,,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(470542.483742 4695616.308257)
1.00002E+18,204600,Isaac Roberts,2017-09-21 13:03:32.803 GMT,Isaac Roberts,2017-09-21 13:03:32 GMT,204600,Isaac Roberts,2017-09-21 16:03:20+03:00,42.31496818,26.61065835,4684821.133,467915.1251,,Mound,Hairy brown circle,TopomapRU 1:50k,3,No,21/09/2017,,,,,POINT(467915.125101 4684821.132721)
1.00005E+18,202804,Stephanie Black,2017-09-21 13:03:39.349 GMT,Stephanie Black,2017-09-21 13:03:39 GMT,202804,Stephanie Black,2017-09-21 16:03:27+03:00,42.34032984,26.1111831,4687946.294,426783.5501,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(426783.550129 4687946.293639)
1.00005E+18,202805,Stephanie Black,2017-09-21 13:04:00.288 GMT,Stephanie Black,2017-09-21 13:04:00 GMT,202805,Stephanie Black,2017-09-21 16:03:49+03:00,42.34884231,26.1152708,4688887.981,427130.109,,Mound,Hairy black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(427130.109014 4688887.980718)
1.00006E+18,204111,Briana Barton,2017-09-21 13:04:01.311 GMT,Briana Barton,2017-09-21 13:04:03 GMT,204111,Briana Barton,2017-09-21 16:03:53+03:00,42.41061481,26.66394647,4695422.646,472348.472,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(472348.472022 4695422.645847)
1.00002E+18,204601,Isaac Roberts,2017-09-21 13:04:04.408 GMT,Isaac Roberts,2017-09-21 13:04:04 GMT,204601,Isaac Roberts,2017-09-21 16:03:53+03:00,42.31596169,26.6132161,4684930.487,468126.406,,Mound,Hairy brown circle,TopomapRU 1:50k,6,No,21/09/2017,,,,,POINT(468126.405983 4684930.486959)
1.00005E+18,202806,Stephanie Black,2017-09-21 13:04:21.544 GMT,Stephanie Black,2017-09-21 13:04:21 GMT,202806,Stephanie Black,2017-09-21 16:04:10+03:00,42.34719992,26.11456524,4688706.22,427070.0973,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(427070.097266 4688706.219977)
1.00006E+18,204112,Briana Barton,2017-09-21 13:04:25.608 GMT,Briana Barton,2017-09-21 13:04:33 GMT,204112,Briana Barton,2017-09-21 16:04:19+03:00,42.40736604,26.69609431,4695051.949,474992.4082,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(474992.408242 4695051.948854)
1.00002E+18,204602,Isaac Roberts,2017-09-21 13:04:27.593 GMT,Isaac Roberts,2017-09-21 13:04:27 GMT,204602,Isaac Roberts,2017-09-21 16:04:17+03:00,42.31713348,26.61428033,4685060.198,468214.695,,Mound,Hairy brown circle,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(468214.694995 4685060.198222)
1.00006E+18,204113,Briana Barton,2017-09-21 13:05:24.531 GMT,Briana Barton,2017-09-21 13:05:56 GMT,204113,Briana Barton,2017-09-21 16:05:20+03:00,,,,,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(475017.858465 4695601.002995)
1.00002E+18,204603,Isaac Roberts,2017-09-21 13:05:28.246 GMT,Isaac Roberts,2017-09-21 13:05:28 GMT,204603,Isaac Roberts,2017-09-21 16:05:16+03:00,42.31815018,26.61489625,4685172.859,468265.9617,,Mound,Hairy brown circle,TopomapRU 1:50k,5,No,21/09/2017,,,,,POINT(468265.96169 4685172.858618)
1.00005E+18,202807,Stephanie Black,2017-09-21 13:05:32.988 GMT,Stephanie Black,2017-09-21 13:05:32 GMT,202807,Stephanie Black,2017-09-21 16:05:20+03:00,42.34203856,26.11450716,4688133.169,427059.3468,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(427059.346767 4688133.16875)
1.00002E+18,204604,Isaac Roberts,2017-09-21 13:05:52.430 GMT,Isaac Roberts,2017-09-21 13:05:52 GMT,204604,Isaac Roberts,2017-09-21 16:05:40+03:00,42.32022016,26.61123417,4685404.071,467965.2415,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(467965.241464 4685404.070626)
1.00005E+18,202808,Stephanie Black,2017-09-21 13:06:17.269 GMT,Stephanie Black,2017-09-21 13:06:17 GMT,202808,Stephanie Black,2017-09-21 16:06:07+03:00,42.3419342,26.11346336,4688122.477,426973.2448,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(426973.244825 4688122.476956)
1.00002E+18,204605,Isaac Roberts,2017-09-21 13:06:19.769 GMT,Isaac Roberts,2017-09-21 13:06:19 GMT,204605,Isaac Roberts,2017-09-21 16:06:03+03:00,42.33114313,26.61571226,4686615.232,468339.7188,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(468339.718821 4686615.23189)
1.00006E+18,204114,Briana Barton,2017-09-21 13:06:20.948 GMT,Briana Barton,2017-09-21 13:06:20 GMT,204114,Briana Barton,2017-09-21 16:06:15+03:00,,,,,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(476205.837651 4695035.69408)
1.00005E+18,202809,Stephanie Black,2017-09-21 13:06:38.116 GMT,Stephanie Black,2017-09-21 13:06:38 GMT,202809,Stephanie Black,2017-09-21 16:06:27+03:00,42.34127708,26.1136916,4688049.316,426991.2857,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(426991.285676 4688049.316131)
1.00006E+18,204115,Briana Barton,2017-09-21 13:06:40.110 GMT,Briana Barton,2017-09-21 13:06:40 GMT,204115,Briana Barton,2017-09-21 16:06:33+03:00,,,,,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(477691.262714 4694462.171506)
1.00006E+18,204116,Briana Barton,2017-09-21 13:07:08.568 GMT,Briana Barton,2017-09-21 13:07:08 GMT,204116,Briana Barton,2017-09-21 16:07:03+03:00,,,,,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(472530.445108 4693958.538711)
1.00005E+18,202810,Stephanie Black,2017-09-21 13:07:20.611 GMT,Stephanie Black,2017-09-21 13:07:20 GMT,202810,Stephanie Black,2017-09-21 16:07:09+03:00,42.33849403,26.11797728,4687736.626,427341.1123,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(427341.112257 4687736.625634)
1.00006E+18,204117,Briana Barton,2017-09-21 13:07:34.300 GMT,Briana Barton,2017-09-21 13:07:39 GMT,204117,Briana Barton,2017-09-21 16:07:26+03:00,42.40353406,26.62864596,4694648.514,469440.3956,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(469440.395648 4694648.514462)
1.00005E+18,202811,Stephanie Black,2017-09-21 13:07:57.263 GMT,Stephanie Black,2017-09-21 13:07:57 GMT,202811,Stephanie Black,2017-09-21 16:07:46+03:00,42.34456819,26.12496643,4688405.135,427923.8043,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(427923.804291 4688405.134811)
1.00002E+18,204607,Isaac Roberts,2017-09-21 13:08:07.802 GMT,Isaac Roberts,2017-09-21 13:08:07 GMT,204607,Isaac Roberts,2017-09-21 16:07:52+03:00,42.33165938,26.62137218,4686670.463,468806.2781,,Mound,Black triangle with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(468806.278073 4686670.462743)
1.00006E+18,204118,Briana Barton,2017-09-21 13:08:16.690 GMT,Briana Barton,2017-09-21 13:08:16 GMT,204118,Briana Barton,2017-09-21 16:08:01+03:00,,,,,,Mound,Hairy brown circle,TopomapRU 1:50k,2,No,21/09/2017,,,,,POINT(466141.333734 4694377.492492)
1.00005E+18,202812,Stephanie Black,2017-09-21 13:08:19.738 GMT,Stephanie Black,2017-09-21 13:08:19 GMT,202812,Stephanie Black,2017-09-21 16:08:08+03:00,42.3465718,26.13178041,4688621.857,428487.3442,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(428487.344181 4688621.857344)
1.00005E+18,202813,Stephanie Black,2017-09-21 13:08:54.916 GMT,Stephanie Black,2017-09-21 13:08:54 GMT,202813,Stephanie Black,2017-09-21 16:08:42+03:00,42.33969676,26.12488871,4687864.293,427911.837,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(427911.836995 4687864.292957)
1.00005E+18,202814,Stephanie Black,2017-09-21 13:09:17.160 GMT,Stephanie Black,2017-09-21 13:09:17 GMT,202814,Stephanie Black,2017-09-21 16:09:04+03:00,42.33946885,26.12656356,4687837.568,428049.5459,,Mound,Hairy brown circle,TopomapRU 1:50k,1,No,21/09/2017,,,,,POINT(428049.545899 4687837.567847)
1.00005E+18,202815,Stephanie Black,2017-09-21 13:09:40.300 GMT,Stephanie Black,2017-09-21 13:09:40 GMT,202815,Stephanie Black,2017-09-21 16:09:29+03:00,42.3366921,26.1365803,4687520.823,428871.5636,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,,No,21/09/2017,,,,,POINT(428871.563627 4687520.822568)
1.00002E+18,204608,Isaac Roberts,2017-09-21 13:09:48.313 GMT,Isaac Roberts,2017-09-21 13:09:48 GMT,204608,Isaac Roberts,2017-09-21 16:09:26+03:00,42.31827462,26.63452508,4685179.543,469883.5144,,Mound,Black diamond with a dot inside,TopomapRU 1:50k,1863.4,No,21/09/2017,,,,,POINT(469883.514383 4685179.542881)
